CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ROADWAY_SURFACE_COND,CRASH_TYPE,PRIM_CONTRIBUTORY_CAUSE,NUM_UNITS,CRASH_MONTH,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,CRASH_HOUR,CRASH_DAY_OF_WEEK,LATITUDE,LONGITUDE
01/05/2026 05:00:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,2,1,"REPORTED, NOT EVIDENT",1,0,17,2,41.9376321065,-87.7857635601
06/03/2021 10:00:00 AM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,6,NO INDICATION OF INJURY,0,0,10,5,41.8772984962,-87.6861948602
09/30/2024 03:30:00 PM,30,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,NOT APPLICABLE,2,9,NO INDICATION OF INJURY,0,0,15,2,41.8266227709,-87.6278208281
05/21/2023 07:10:00 PM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",4,5,NO INDICATION OF INJURY,0,0,19,1,41.7767866286,-87.694698711
05/02/2021 09:19:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,FAILING TO REDUCE SPEED TO AVOID CRASH,2,5,NO INDICATION OF INJURY,0,0,21,1,41.8802821442,-87.7535033564
12/11/2021 10:50:00 AM,30,UNKNOWN,UNKNOWN,REAR END,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,NOT APPLICABLE,2,12,NO INDICATION OF INJURY,0,0,10,7,41.7561503046,-87.6340989363
08/31/2021 08:30:00 AM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,8,NO INDICATION OF INJURY,0,0,8,3,41.9969790934,-87.8208438251
04/06/2024 06:00:00 PM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,IMPROPER OVERTAKING/PASSING,2,4,NO INDICATION OF INJURY,0,0,18,7,41.9464803775,-87.6496070234
11/05/2023 09:30:00 AM,15,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2,11,NO INDICATION OF INJURY,0,0,9,1,41.8367308268,-87.7279308661
07/30/2023 04:45:00 PM,10,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,7,NO INDICATION OF INJURY,0,0,16,1,41.953144059,-87.7769252842
11/15/2024 06:50:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,11,NO INDICATION OF INJURY,0,0,18,6,41.8216947014,-87.7436688345
05/31/2024 03:40:00 PM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,IMPROPER OVERTAKING/PASSING,2,5,NO INDICATION OF INJURY,0,0,15,6,41.8112223997,-87.6220752214
11/14/2025 05:00:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,IMPROPER OVERTAKING/PASSING,2,11,NO INDICATION OF INJURY,0,0,17,6,41.7751656863,-87.5959997655
10/16/2024 11:27:00 PM,30,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,2,10,NO INDICATION OF INJURY,0,0,23,4,41.871043991,-87.6867362466
09/18/2022 08:00:00 AM,20,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,9,NO INDICATION OF INJURY,0,0,8,1,41.7805309106,-87.6957222469
03/17/2026 08:45:00 AM,30,CLEAR,DAYLIGHT,TURNING,CENTER TURN LANE,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,3,NO INDICATION OF INJURY,0,0,8,3,41.9537502566,-87.7126834255
07/30/2021 05:26:00 PM,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,2,7,"REPORTED, NOT EVIDENT",1,0,17,6,41.784836699,-87.6644974768
07/13/2023 09:32:00 AM,30,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,DISREGARDING OTHER TRAFFIC SIGNS,2,7,NONINCAPACITATING INJURY,3,0,9,5,41.8850994322,-87.7210108007
10/02/2021 05:30:00 PM,30,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,3,10,NONINCAPACITATING INJURY,1,0,17,7,41.8815795036,-87.6526497906
09/23/2023 12:03:00 PM,30,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,IMPROPER LANE USAGE,4,9,NONINCAPACITATING INJURY,5,0,12,7,41.8472180791,-87.7244933941
12/12/2023 03:30:00 PM,30,CLEAR,UNKNOWN,ANGLE,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,2,12,"REPORTED, NOT EVIDENT",1,0,15,3,41.9317831671,-87.7344947037
06/28/2021 06:40:00 PM,30,UNKNOWN,DAYLIGHT,TURNING,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,IMPROPER TURNING/NO SIGNAL,2,6,NO INDICATION OF INJURY,0,0,18,2,41.7971097354,-87.7231243505
03/22/2023 07:06:00 AM,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,IMPROPER OVERTAKING/PASSING,2,3,NO INDICATION OF INJURY,0,0,7,4,41.9179607417,-87.6727043698
05/12/2021 04:00:00 PM,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,5,NO INDICATION OF INJURY,0,0,16,4,41.8857488699,-87.7456159771
09/16/2023 06:08:00 PM,30,CLEAR,DAWN,REAR END,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,2,9,NO INDICATION OF INJURY,0,0,18,7,41.9393127831,-87.7182703069
03/01/2024 08:38:00 AM,30,CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO YIELD RIGHT-OF-WAY,2,3,NONINCAPACITATING INJURY,2,0,8,6,41.8773969089,-87.7099330987
12/23/2024 04:24:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,16,2,41.8932767034,-87.6356894424
12/21/2022 09:30:00 AM,15,CLEAR,DAYLIGHT,REAR TO REAR,ALLEY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,9,4,41.8140284051,-87.69546196
12/02/2025 07:42:00 PM,35,SNOW,"DARKNESS, LIGHTED ROAD",REAR END,FOUR WAY,SNOW OR SLUSH,NO INJURY / DRIVE AWAY,FAILING TO REDUCE SPEED TO AVOID CRASH,2,12,NO INDICATION OF INJURY,0,0,19,3,41.9679788384,-87.7605462619
02/27/2021 12:55:00 PM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,IMPROPER LANE USAGE,2,2,NO INDICATION OF INJURY,0,0,12,7,41.9985896567,-87.6600929368
09/04/2021 04:25:00 AM,30,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,WET,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,9,NO INDICATION OF INJURY,0,0,4,7,41.8966641887,-87.6214457294
08/07/2025 05:47:00 PM,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,8,NO INDICATION OF INJURY,0,0,17,5,41.7562857008,-87.6324066628
04/18/2026 05:22:00 PM,30,CLEAR,DAYLIGHT,ANGLE,CENTER TURN LANE,DRY,INJURY AND / OR TOW DUE TO CRASH,DISREGARDING TRAFFIC SIGNALS,3,4,NO INDICATION OF INJURY,0,0,17,7,42.0119067754,-87.7089093161
10/03/2021 12:01:00 AM,30,RAIN,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,WET,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,10,NO INDICATION OF INJURY,0,0,0,1,41.845943012,-87.7263668423
04/21/2025 07:50:00 PM,35,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,4,NO INDICATION OF INJURY,0,0,19,2,41.8903990518,-87.6108876398
01/09/2022 01:30:00 AM,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,T-INTERSECTION,ICE,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,1,NO INDICATION OF INJURY,0,0,1,1,41.8686689211,-87.744692911
02/26/2024 06:55:00 PM,30,CLEAR,DUSK,REAR END,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,2,NO INDICATION OF INJURY,0,0,18,2,41.9655086037,-87.6575464952
06/08/2021 05:30:00 PM,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,2,6,"REPORTED, NOT EVIDENT",1,0,17,3,41.7565454141,-87.6634438529
08/23/2024 08:10:00 AM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,Y-INTERSECTION,DRY,INJURY AND / OR TOW DUE TO CRASH,IMPROPER OVERTAKING/PASSING,2,8,"REPORTED, NOT EVIDENT",1,0,8,6,41.7510279469,-87.613771509
04/15/2026 06:00:00 PM,30,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,DISREGARDING TRAFFIC SIGNALS,2,4,NO INDICATION OF INJURY,0,0,18,4,41.8371648015,-87.7146578767
01/29/2022 04:00:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,NOT APPLICABLE,2,1,NO INDICATION OF INJURY,0,0,16,7,41.8813145641,-87.6176292132
06/09/2024 07:00:00 PM,25,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,6,NO INDICATION OF INJURY,0,0,19,1,41.8843487635,-87.6145497781
05/02/2022 03:30:00 AM,30,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,5,NO INDICATION OF INJURY,0,0,3,2,41.9858305662,-87.7127678562
04/07/2022 02:30:00 PM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,4,NO INDICATION OF INJURY,0,0,14,5,41.9531077789,-87.7803851205
04/14/2022 10:08:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,DISREGARDING TRAFFIC SIGNALS,2,4,NONINCAPACITATING INJURY,1,0,22,5,41.759239025,-87.6735368322
06/26/2024 09:00:00 AM,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,6,NO INDICATION OF INJURY,0,0,9,4,41.9821543328,-87.8067941649
11/19/2021 09:30:00 AM,15,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,PARKING LOT,UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,11,NO INDICATION OF INJURY,0,0,9,6,41.7624213584,-87.5981212183
06/10/2022 03:55:00 PM,35,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,WET,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,6,NO INDICATION OF INJURY,0,0,15,6,41.8187110069,-87.6946748318
05/21/2021 11:48:00 AM,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,DISTRACTION - FROM INSIDE VEHICLE,3,5,"REPORTED, NOT EVIDENT",1,0,11,6,41.7436578666,-87.6313431225
04/27/2021 04:15:00 PM,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,4,NO INDICATION OF INJURY,0,0,16,3,41.9098081843,-87.6483937739
07/09/2021 02:50:00 PM,35,CLEAR,DAYLIGHT,TURNING,OTHER,DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO YIELD RIGHT-OF-WAY,2,7,INCAPACITATING INJURY,2,0,14,6,41.8758350816,-87.6242128863
10/30/2022 02:47:00 AM,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,2,10,NO INDICATION OF INJURY,0,0,2,1,41.7989972183,-87.7427953829
06/30/2023 04:50:00 PM,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,6,NO INDICATION OF INJURY,0,0,16,6,41.878287374,-87.7551366692
05/29/2024 04:45:00 AM,30,CLEAR,DAWN,FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3,5,NONINCAPACITATING INJURY,1,0,4,4,41.8764330095,-87.7642016725
05/14/2021 05:30:00 PM,30,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",2,5,NO INDICATION OF INJURY,0,0,17,6,41.7692587811,-87.6105228553
07/18/2025 01:15:00 PM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,OTHER,DRY,NO INJURY / DRIVE AWAY,IMPROPER OVERTAKING/PASSING,2,7,NO INDICATION OF INJURY,0,0,13,6,41.8740163353,-87.6702608284
05/25/2023 10:42:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,4,5,NONINCAPACITATING INJURY,2,0,22,5,41.8931313809,-87.721267984
04/26/2024 04:53:00 PM,25,UNKNOWN,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,4,NO INDICATION OF INJURY,0,0,16,6,41.8493257563,-87.7313341284
09/13/2024 03:30:00 PM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,IMPROPER OVERTAKING/PASSING,2,9,NO INDICATION OF INJURY,0,0,15,6,41.7779389216,-87.7424237578
10/08/2023 03:10:00 AM,30,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,10,NO INDICATION OF INJURY,0,0,3,1,41.8842712289,-87.6490087243
06/22/2023 02:23:00 PM,30,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,NOT APPLICABLE,2,6,NO INDICATION OF INJURY,0,0,14,5,41.8872917849,-87.7550477063
06/05/2022 02:15:00 PM,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,NOT APPLICABLE,2,6,NO INDICATION OF INJURY,0,0,14,1,41.7765116011,-87.7423723414
11/07/2021 09:00:00 AM,30,UNKNOWN,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,11,NO INDICATION OF INJURY,0,0,9,1,41.7954836468,-87.7989441184
04/09/2023 01:20:00 PM,25,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,4,NO INDICATION OF INJURY,0,0,13,1,41.7842852546,-87.7230640649
09/22/2024 12:20:00 AM,30,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,9,NO INDICATION OF INJURY,0,0,0,1,41.94908994,-87.658365336
02/20/2025 06:34:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",2,2,NO INDICATION OF INJURY,0,0,18,5,41.9654917328,-87.6695012283
02/27/2023 06:05:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,WET,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,2,NO INDICATION OF INJURY,0,0,18,2,41.9754794125,-87.7442111227
07/30/2024 02:00:00 PM,30,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,7,NO INDICATION OF INJURY,0,0,14,3,41.9525220167,-87.8131166212
04/23/2022 08:03:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,EQUIPMENT - VEHICLE CONDITION,3,4,NO INDICATION OF INJURY,0,0,20,7,41.7903403301,-87.6534127575
08/11/2025 03:37:00 PM,30,CLEAR,DAYLIGHT,REAR END,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,8,NO INDICATION OF INJURY,0,0,15,2,41.8516940292,-87.7220613968
10/14/2025 10:00:00 AM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,NOT APPLICABLE,2,10,NO INDICATION OF INJURY,0,0,10,3,41.7960979286,-87.7637754637
09/22/2023 09:15:00 AM,15,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DRIVEWAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,9,NO INDICATION OF INJURY,0,0,9,6,41.8160408583,-87.659202815
12/09/2021 12:57:00 AM,35,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,IMPROPER TURNING/NO SIGNAL,2,12,NO INDICATION OF INJURY,0,0,0,5,41.9830026422,-87.7891155772
02/25/2021 02:45:00 PM,35,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,2,NO INDICATION OF INJURY,0,0,14,5,41.6972382088,-87.6814748042
03/31/2024 08:35:00 PM,30,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,WET,INJURY AND / OR TOW DUE TO CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,2,3,NONINCAPACITATING INJURY,1,0,20,1,41.7539015158,-87.6636703331
02/01/2026 03:00:00 PM,15,CLEAR,DAYLIGHT,REAR TO SIDE,PARKING LOT,WET,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,2,NO INDICATION OF INJURY,0,0,15,1,41.7354267373,-87.6948551
06/28/2023 01:45:00 PM,20,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,6,NO INDICATION OF INJURY,0,0,13,4,41.736173346,-87.6443608792
10/12/2024 08:18:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,1,10,NO INDICATION OF INJURY,0,0,20,7,41.8369084417,-87.7147378794
08/13/2025 08:52:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,3,8,NO INDICATION OF INJURY,0,0,20,4,41.8641486058,-87.7311667495
05/13/2022 12:18:00 PM,30,CLEAR,DAYLIGHT,REAR TO REAR,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,5,NO INDICATION OF INJURY,0,0,12,6,41.815000957,-87.7299983688
10/28/2021 02:50:00 PM,30,CLOUDY/OVERCAST,UNKNOWN,SIDESWIPE SAME DIRECTION,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,10,NO INDICATION OF INJURY,0,0,14,5,41.9521600504,-87.8366000739
11/04/2024 09:09:00 PM,35,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,IMPROPER OVERTAKING/PASSING,2,11,NO INDICATION OF INJURY,0,0,21,2,41.7473799753,-87.6129140955
08/25/2024 08:00:00 PM,45,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,8,NO INDICATION OF INJURY,0,0,20,1,41.8399651584,-87.6093799516
11/05/2021 12:35:00 PM,25,CLEAR,DAYLIGHT,TURNING,OTHER,DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO YIELD RIGHT-OF-WAY,2,11,NO INDICATION OF INJURY,0,0,12,6,41.91387099,-87.6526830331
12/08/2025 10:05:00 AM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,10,2,41.919449892,-87.6487025148
06/02/2021 04:20:00 PM,30,CLEAR,DAYLIGHT,REAR END,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,6,NO INDICATION OF INJURY,0,0,16,4,41.7566093091,-87.6198112038
12/03/2021 05:45:00 AM,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,12,NO INDICATION OF INJURY,0,0,5,6,41.9465125788,-87.7088883045
02/16/2025 10:58:00 AM,30,SNOW,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,SNOW OR SLUSH,NO INJURY / DRIVE AWAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,2,NO INDICATION OF INJURY,0,0,10,1,41.877914155,-87.6414053975
01/17/2024 06:30:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,1,NO INDICATION OF INJURY,0,0,18,4,41.9541024554,-87.6744622626
07/02/2021 05:42:00 PM,35,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",2,7,NO INDICATION OF INJURY,0,0,17,6,41.7589701066,-87.6830820114
01/14/2026 08:30:00 AM,20,SNOW,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,1,NO INDICATION OF INJURY,0,0,8,4,41.8984482078,-87.7656703624
05/16/2024 03:00:00 PM,25,UNKNOWN,DAYLIGHT,SIDESWIPE SAME DIRECTION,T-INTERSECTION,UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,5,NO INDICATION OF INJURY,0,0,15,5,41.7653936078,-87.625050475
07/22/2025 05:55:00 AM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,7,NO INDICATION OF INJURY,0,0,5,3,41.7924596614,-87.6975723681
01/18/2024 04:40:00 PM,20,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,1,NO INDICATION OF INJURY,0,0,16,5,41.9679127163,-87.6815884055
08/08/2025 04:53:00 PM,30,CLEAR,DAYLIGHT,HEAD ON,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,8,NO INDICATION OF INJURY,0,0,16,6,41.8521678636,-87.6689750407
02/08/2022 08:35:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,T-INTERSECTION,DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO YIELD RIGHT-OF-WAY,2,2,NONINCAPACITATING INJURY,1,0,20,3,41.9646447659,-87.7280765643
12/25/2022 11:13:00 AM,25,SNOW,DAYLIGHT,REAR END,OTHER,SNOW OR SLUSH,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,12,NO INDICATION OF INJURY,0,0,11,1,41.9923616024,-87.6898547751
