CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ROADWAY_SURFACE_COND,CRASH_TYPE,PRIM_CONTRIBUTORY_CAUSE,NUM_UNITS,CRASH_MONTH,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,CRASH_HOUR,CRASH_DAY_OF_WEEK,LATITUDE,LONGITUDE
05/19/2026 11:15:00 PM,45,CLEAR,DARKNESS,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,IMPROPER TURNING/NO SIGNAL,2,5,NO INDICATION OF INJURY,0,0,23,3,41.7818512959,-87.575474638
05/20/2026 07:51:00 AM,30,CLEAR,DAYLIGHT,PEDESTRIAN,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO YIELD RIGHT-OF-WAY,2,5,NONINCAPACITATING INJURY,2,0,7,4,41.8943490486,-87.6622078233
05/20/2026 02:00:00 AM,30,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,1,5,NO INDICATION OF INJURY,0,0,2,4,41.7590854759,-87.5674478495
05/20/2026 07:50:00 AM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,5,NO INDICATION OF INJURY,0,0,7,4,41.7933705543,-87.6841753768
07/02/2026 10:12:00 AM,15,CLEAR,DAYLIGHT,ANGLE,ALLEY,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,7,NO INDICATION OF INJURY,0,0,10,5,41.8694176493,-87.6636039205
05/18/2026 07:45:00 AM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,5,NO INDICATION OF INJURY,0,0,7,2,41.6542850037,-87.6035000251
05/19/2026 12:20:00 PM,25,CLEAR,DAYLIGHT,FIXED OBJECT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,1,5,NO INDICATION OF INJURY,0,0,12,3,41.7734704077,-87.7124591845
05/20/2026 09:28:00 AM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,2,5,NO INDICATION OF INJURY,0,0,9,4,41.88053925,-87.6345924635
05/20/2026 10:13:00 AM,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,2,5,NONINCAPACITATING INJURY,1,0,10,4,41.9172923724,-87.7068822377
05/20/2026 06:06:00 AM,25,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,DISTRACTION - FROM INSIDE VEHICLE,3,5,NO INDICATION OF INJURY,0,0,6,4,41.9943813292,-87.7045354828
05/19/2026 06:00:00 PM,30,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,IMPROPER LANE USAGE,2,5,NO INDICATION OF INJURY,0,0,18,3,41.7679440292,-87.5692019713
05/20/2026 09:05:00 AM,25,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,5,NO INDICATION OF INJURY,0,0,9,4,42.0051289067,-87.6750688165
05/20/2026 08:34:00 AM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",3,5,NO INDICATION OF INJURY,0,0,8,4,41.9020894945,-87.6967121164
07/02/2026 11:00:00 AM,30,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO YIELD RIGHT-OF-WAY,2,7,NO INDICATION OF INJURY,0,0,11,5,41.7965891873,-87.7601205187
05/19/2026 01:00:00 PM,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,2,5,NO INDICATION OF INJURY,0,0,13,3,41.9830216689,-87.8465803824
05/20/2026 04:09:00 AM,30,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,1,5,NO INDICATION OF INJURY,0,0,4,4,41.8893958161,-87.6450345797
05/20/2026 09:57:00 AM,30,CLEAR,DAYLIGHT,REAR TO FRONT,DIVIDED - W/MEDIAN BARRIER,DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,2,5,NO INDICATION OF INJURY,0,0,9,4,41.8754616212,-87.6360273495
05/20/2026 07:05:00 AM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,IMPROPER OVERTAKING/PASSING,2,5,NO INDICATION OF INJURY,0,0,7,4,41.8555335239,-87.6957149547
05/20/2026 01:39:00 AM,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,5,NO INDICATION OF INJURY,0,0,1,4,41.7368226302,-87.5857834203
05/20/2026 07:10:00 AM,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,FOLLOWING TOO CLOSELY,2,5,NONINCAPACITATING INJURY,2,0,7,4,41.9087391077,-87.7332235621
05/20/2026 06:20:00 AM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,5,NO INDICATION OF INJURY,0,0,6,4,41.9240756128,-87.7658473876
05/20/2026 08:45:00 AM,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,DISTRACTION - FROM INSIDE VEHICLE,2,5,NO INDICATION OF INJURY,0,0,8,4,41.8920453732,-87.629812296
05/20/2026 07:40:00 AM,30,CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,5,NO INDICATION OF INJURY,0,0,7,4,41.9774090365,-87.7876936759
05/19/2026 04:42:00 PM,15,CLEAR,DAYLIGHT,ANGLE,OTHER,DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO YIELD RIGHT-OF-WAY,2,5,NONINCAPACITATING INJURY,1,0,16,3,41.8104515462,-87.6837744013
05/20/2026 10:30:00 AM,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,5,NO INDICATION OF INJURY,0,0,10,4,41.9849906462,-87.7684471875
05/20/2026 07:00:00 AM,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,5,NO INDICATION OF INJURY,0,0,7,4,41.7881581022,-87.7032580614
05/20/2026 10:34:00 AM,30,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,5,NO INDICATION OF INJURY,0,0,10,4,42.0118369493,-87.6998701991
05/19/2026 12:35:00 PM,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,5,NO INDICATION OF INJURY,0,0,12,3,41.9093640705,-87.7755414029
05/20/2026 08:12:00 AM,30,CLEAR,DAYLIGHT,TURNING,OTHER,DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,2,5,"REPORTED, NOT EVIDENT",1,0,8,4,41.9366922406,-87.687845583
05/20/2026 07:50:00 AM,30,UNKNOWN,DAYLIGHT,REAR END,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,5,NO INDICATION OF INJURY,0,0,7,4,41.9852477877,-87.6550949747
05/20/2026 07:55:00 AM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,5,NO INDICATION OF INJURY,0,0,7,4,41.9376334568,-87.6684408478
09/09/2023 03:30:00 PM,35,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,9,NO INDICATION OF INJURY,0,0,15,7,41.7862189634,-87.6984066697
12/26/2024 01:38:00 PM,15,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,WET,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,13,5,,
11/27/2024 01:30:00 PM,10,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,NOT APPLICABLE,2,11,NO INDICATION OF INJURY,0,0,13,4,,
12/14/2024 10:48:00 PM,30,RAIN,"DARKNESS, LIGHTED ROAD",OTHER NONCOLLISION,FOUR WAY,WET,NO INJURY / DRIVE AWAY,NOT APPLICABLE,1,12,NO INDICATION OF INJURY,0,0,22,7,,
12/08/2024 11:01:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,3,12,NO INDICATION OF INJURY,0,0,23,1,,
11/30/2024 04:30:00 PM,30,UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,ONE-WAY,UNKNOWN,NO INJURY / DRIVE AWAY,IMPROPER LANE USAGE,2,11,NO INDICATION OF INJURY,0,0,16,7,,
12/03/2024 03:16:00 PM,35,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,IMPROPER OVERTAKING/PASSING,2,12,NO INDICATION OF INJURY,0,0,15,3,,
11/26/2024 08:21:00 PM,35,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,11,NO INDICATION OF INJURY,0,0,20,3,,
12/03/2024 08:40:00 AM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,IMPROPER OVERTAKING/PASSING,2,12,NO INDICATION OF INJURY,0,0,8,3,,
12/15/2024 10:20:00 AM,30,RAIN,DAYLIGHT,ANGLE,FOUR WAY,WET,NO INJURY / DRIVE AWAY,EQUIPMENT - VEHICLE CONDITION,2,12,NO INDICATION OF INJURY,0,0,10,1,,
12/17/2024 06:00:00 AM,25,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,6,3,0,0
12/27/2024 06:15:00 AM,20,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,WET,NO INJURY / DRIVE AWAY,WEATHER,2,12,NO INDICATION OF INJURY,0,0,6,6,,
12/21/2024 07:20:00 PM,20,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,OTHER,DRY,NO INJURY / DRIVE AWAY,IMPROPER LANE USAGE,2,12,NO INDICATION OF INJURY,0,0,19,7,,
12/01/2024 09:45:00 PM,30,UNKNOWN,UNKNOWN,ANGLE,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,21,1,,
12/14/2024 07:45:00 AM,20,CLEAR,DAWN,PARKED MOTOR VEHICLE,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,7,7,,
02/19/2021 06:30:00 PM,30,SNOW,"DARKNESS, LIGHTED ROAD",OTHER OBJECT,NOT DIVIDED,WET,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,1,2,NO INDICATION OF INJURY,0,0,18,6,,
12/15/2024 05:15:00 AM,45,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,WET,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,12,NO INDICATION OF INJURY,0,0,5,1,,
12/15/2024 12:15:00 AM,35,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,WET,INJURY AND / OR TOW DUE TO CRASH,IMPROPER TURNING/NO SIGNAL,2,12,NONINCAPACITATING INJURY,1,0,0,1,,
12/18/2024 05:20:00 PM,35,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,IMPROPER LANE USAGE,2,12,NO INDICATION OF INJURY,0,0,17,4,,
12/06/2024 11:17:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,DISREGARDING TRAFFIC SIGNALS,2,12,NO INDICATION OF INJURY,0,0,23,6,,
12/14/2024 06:11:00 AM,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,OTHER,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,6,7,,
11/27/2024 02:00:00 PM,55,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,IMPROPER OVERTAKING/PASSING,2,11,NO INDICATION OF INJURY,0,0,14,4,,
11/22/2024 09:40:00 AM,25,CLEAR,DAYLIGHT,REAR END,T-INTERSECTION,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,11,NO INDICATION OF INJURY,0,0,9,6,,
12/12/2024 09:03:00 AM,30,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2,12,NO INDICATION OF INJURY,0,0,9,5,,
11/25/2024 06:30:00 PM,15,CLEAR,DUSK,PARKED MOTOR VEHICLE,OTHER,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,11,NO INDICATION OF INJURY,0,0,18,2,,
02/07/2021 11:20:00 AM,30,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,2,NO INDICATION OF INJURY,0,0,11,1,,
11/27/2024 06:10:00 PM,20,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,IMPROPER TURNING/NO SIGNAL,2,11,NO INDICATION OF INJURY,0,0,18,4,,
11/25/2024 05:52:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,T-INTERSECTION,DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO YIELD RIGHT-OF-WAY,2,11,NO INDICATION OF INJURY,0,0,17,2,,
12/03/2024 07:45:00 AM,55,CLEAR,DAYLIGHT,OVERTURNED,RAMP,DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,1,12,NO INDICATION OF INJURY,0,0,7,3,,
12/04/2024 10:40:00 AM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,UNKNOWN,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,10,4,,
12/13/2024 09:56:00 AM,25,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,IMPROPER LANE USAGE,2,12,NO INDICATION OF INJURY,0,0,9,6,,
12/04/2024 07:05:00 AM,30,CLEAR,DAYLIGHT,TURNING,OTHER,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,7,4,,
12/07/2024 05:10:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,12,NO INDICATION OF INJURY,0,0,17,7,,
12/02/2024 12:30:00 AM,15,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,IMPROPER LANE USAGE,2,12,NO INDICATION OF INJURY,0,0,0,2,,
11/18/2024 06:30:00 PM,20,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,OTHER,WET,NO INJURY / DRIVE AWAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,11,NO INDICATION OF INJURY,0,0,18,2,,
12/31/2024 02:00:00 PM,30,SNOW,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,WET,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,14,3,,
01/15/2025 12:30:00 PM,20,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,OTHER,INJURY AND / OR TOW DUE TO CRASH,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,1,NONINCAPACITATING INJURY,3,0,12,4,,
12/10/2024 04:35:00 AM,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,4,3,,
12/16/2024 04:00:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,12,NO INDICATION OF INJURY,0,0,16,2,,
12/04/2024 05:39:00 PM,30,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,WET,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,12,NO INDICATION OF INJURY,0,0,17,4,,
12/04/2024 09:18:00 PM,10,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,NOT APPLICABLE,2,12,NO INDICATION OF INJURY,0,0,21,4,,
11/26/2024 04:13:00 AM,30,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER OBJECT,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,1,11,NO INDICATION OF INJURY,0,0,4,3,,
12/11/2024 07:31:00 AM,35,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,IMPROPER LANE USAGE,2,12,NO INDICATION OF INJURY,0,0,7,4,,
12/01/2024 01:37:00 AM,45,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,OTHER,DRY,INJURY AND / OR TOW DUE TO CRASH,IMPROPER OVERTAKING/PASSING,1,12,NO INDICATION OF INJURY,0,0,1,1,,
12/11/2024 05:40:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,IMPROPER TURNING/NO SIGNAL,2,12,NO INDICATION OF INJURY,0,0,17,4,,
11/28/2024 12:43:00 PM,25,CLEAR,DAYLIGHT,REAR END,T-INTERSECTION,DRY,INJURY AND / OR TOW DUE TO CRASH,IMPROPER LANE USAGE,3,11,"REPORTED, NOT EVIDENT",1,0,12,5,,
12/18/2024 08:30:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,20,4,,
12/13/2024 10:12:00 AM,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,10,6,,
12/10/2024 07:50:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,NOT APPLICABLE,2,12,NO INDICATION OF INJURY,0,0,19,3,,
11/22/2024 07:20:00 PM,35,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,11,NO INDICATION OF INJURY,0,0,19,6,,
12/11/2024 05:25:00 PM,25,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,IMPROPER LANE USAGE,2,12,NO INDICATION OF INJURY,0,0,17,4,,
12/14/2024 09:52:00 AM,40,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,9,7,,
12/11/2024 01:00:00 AM,10,CLEAR,"DARKNESS, LIGHTED ROAD",REAR TO SIDE,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,1,4,,
11/27/2024 05:55:00 AM,15,CLEAR,"DARKNESS, LIGHTED ROAD",REAR TO FRONT,PARKING LOT,UNKNOWN,NO INJURY / DRIVE AWAY,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2,11,NO INDICATION OF INJURY,0,0,5,4,,
11/20/2024 09:30:00 PM,5,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,WET,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,11,NO INDICATION OF INJURY,0,0,21,4,,
12/14/2024 07:10:00 PM,10,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,WET,INJURY AND / OR TOW DUE TO CRASH,FAILING TO YIELD RIGHT-OF-WAY,2,12,NONINCAPACITATING INJURY,1,0,19,7,,
12/12/2024 08:00:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,20,5,,
12/01/2024 07:00:00 PM,20,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE OPPOSITE DIRECTION,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,IMPROPER BACKING,2,12,NO INDICATION OF INJURY,0,0,19,1,,
12/10/2024 12:38:00 AM,30,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,0,3,,
12/03/2024 06:13:00 AM,20,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,6,3,,
11/27/2024 08:10:00 PM,25,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,FOLLOWING TOO CLOSELY,2,11,NO INDICATION OF INJURY,0,0,20,4,,
11/17/2024 07:15:00 PM,25,RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,OTHER,WET,INJURY AND / OR TOW DUE TO CRASH,FAILING TO YIELD RIGHT-OF-WAY,2,11,NONINCAPACITATING INJURY,2,0,19,1,,
11/23/2024 12:35:00 PM,35,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,11,NO INDICATION OF INJURY,0,0,12,7,,
12/26/2024 12:01:00 PM,20,RAIN,DAYLIGHT,PARKED MOTOR VEHICLE,OTHER,WET,INJURY AND / OR TOW DUE TO CRASH,NOT APPLICABLE,2,12,"REPORTED, NOT EVIDENT",1,0,12,5,,
11/28/2024 03:10:00 AM,55,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,11,NO INDICATION OF INJURY,0,0,3,5,,
12/18/2024 03:31:00 PM,30,CLEAR,DAYLIGHT,PEDALCYCLIST,Y-INTERSECTION,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,15,4,,
12/12/2024 10:58:00 AM,30,CLEAR,DARKNESS,TURNING,T-INTERSECTION,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,10,5,,
12/06/2024 10:04:00 AM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,IMPROPER OVERTAKING/PASSING,2,12,NO INDICATION OF INJURY,0,0,10,6,,
12/19/2024 07:09:00 AM,15,CLEAR,DAYLIGHT,TURNING,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,12,NO INDICATION OF INJURY,0,0,7,5,,
12/09/2024 07:52:00 PM,20,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,OTHER,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,12,NO INDICATION OF INJURY,0,0,19,2,,
12/10/2024 08:00:00 AM,15,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,8,3,,
12/03/2024 11:45:00 AM,30,UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,11,3,,
11/21/2024 11:30:00 AM,55,SNOW,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,SNOW OR SLUSH,INJURY AND / OR TOW DUE TO CRASH,WEATHER,2,11,"REPORTED, NOT EVIDENT",1,0,11,5,,
12/02/2024 01:00:00 PM,25,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,12,NO INDICATION OF INJURY,0,0,13,2,,
